id,text,target
34840,"""쩍발이가 다른건 제쳐두고서라도 니덜나라 30년예산 수탈해갖다 개,잡누무 족,바리새꺄""",일본사람인가 다른건 제쳐두고서라도 너네나라 30년 예산 수탈해갖다 
34874,저런 늙다리 퇴물보단 지금은 강다니엘오빠가 더 잘생김,저 사람보단 강다니엘 오빠가 더 잘생김
34875,"""딸년이랑 바캉스가냐""",딸이랑 바캉스 가나?
34915,팬이면 상황이해하고 응원해야지 십샋이들아 시대변했다 꼰대질 그만해라,팬이면 상황 이해하고 응원해야지 시대가 변했다 권위주의적 행위 그만해라
34925,"""하여튼 짱깨새끼들 가지가지한다""",중국인들이 다양한 문제를 일으키고 있다.
34933,"""내돈 쓰는데 세금 뜨더가는 엿같은 나라 퉷""",내 돈 쓰는데 세금도 매기는 나라가 이해되지 않는다.
34941,"""ㅋㅋ애들 아이스크림광고는 성상품화로 염병하더니 ㅋㅋ이건 예민한거라네 돼지년들""","아이들 아이스크림 광고는 성상품화라고 비판했는데, 이건 예민하다고 하는 게 이해가 안 된다."
34947,그래도 릴라가 의리가 있지. 돈만 밝히는 새끼들이랑은 다름.,그래도 릴라가 의리가 있지. 돈만 밝히는 사람들이랑은 다르다.
34951,"""재앙아....... 진짜 우리 핵심기술 다 일본서 수입하는건데 망하게 생겼네 ㅋㅋ""","우리 핵심기술은 다 일본에서 수입하는 건데, 문재인이 잘못된 선택을 했다고 생각한다."
34954,"""똥검찰-언레기-토착왜구는 한몸이다""","검찰과 언론, 친일파는 한몸이다."
34955,가짜뉴스 제이티비씨 그리고 조국... 빨걍이 빼박이구먼 이거...,가짜뉴스 제이티비씨 그리고 조국...간첩이 뺴박이구만
34992,종교있는 사람은 걸러야 됌,종교 있는 사람이 마음에 들지 않습니다.
35028,외국인 칭찬을 모아서 들려주니 열등감 많은 국뽕 환자들이 대만족,외국인 칭찬을 모아서 들려주니 우리나라에 자부심이 많은 사람들이 매우 만족해 한다.
35054,이게 중국인데 문재인 중국 빨아재끼는수준 ㅋㅋㅋㅋㅋㅋㅋ 역시 문재앙 !!,이것이 중국인데 문재인이 중국을 지지하는 것이 마음에 들지 않는다.
35064,ㄱㅊ 애 짱깨인가 베트남콩인가 때린거임 우린 그런 애들 동양인으로 취급안하니까 걱정 ㄴㄴ걔네는 유사인류임,이 사람은 중국인이나 베트남인을 폭행했다. 우리는 그런 사람들과 다르다고 생각해서 그다지 관심을 가지지 않고자 한다.
35077,"""오지마 돼지세키 꿀꿀거리는거 싫다.""",오지마세요 듣기싫으니까
35092,레즈비언이 감독이었다니?..세상이 미쳐돌아가는구나ㅉㅉ,레즈비언이 감독인 것이 마음에 들지 않습니다.
35100,암튼 견찰이나 기레기나 범죄자는 감추고 괜한사람들 피해주고 아주 ㅈㄹ을 하네,"아무튼 경찰이나 기자나 범죄자는 감추고 괜한 사람들 피해주고, 잘못된 행동을 하네"
35135,"""이 기사쓴애 미쳤나 늙어서 꼭 아파 병원비 왕창 싸봐라""",이 기사를 쓴 사람의 의견에 동의할 수 없다. 자신이 나이 들어 아파서 병원비를 엄청 쓸 경우도 고려해야 한다.
35161,"""중국 오리발보다 더한게 문재앙정권과 달창들의 미세먼지는 한쿡탓 ㅋㅋ어이가 없음ㅋㅋ""",중국 오리발보다 더한 것이 문재인 정권과 문재인 지지하는 사람들이 미세먼지는 한국 탓이라고 하는 말이 어이가 없다.
35170,"""개독에서 거른다...""",기독교를 별로 좋아하지 않는다.
35197,한남충들 죽었다 깨나도 이유애린같은 여자 못만나니 후려치기ㄷㄷ,이상한 남자들 죽었다 깨어나도 이유애린같은 여자 못만나니 욕하네
35213,회사 입장선 당연한 거 아니가??? 광고 공모전 당선작도 회사에 귀속되는 거처럼. 나가면 이름 못쓰지 뭘 그것갖고 ㅎ 세상살이가 니 마음대로 될줄 아나? 집 나가면 개고생이다 이년들아 듣보잡들 키워놨더니 저쥘활 ㅋㅋㅋ,회사 입장에서는 당연한 거 아닌가? 광고 공모전 당선작도 회사에 귀속되는 것처럼. 회사 나가면 이름 못 쓰는 게 항의할 요소는 아니라고 생각한다. 회사에서 성장 기회를 줬는데 불만을 표출하는 게 이해가 되지 않는다.
35214,"""흑재앙이 짱깨돈 처먹고 전염병이름에 지역명 쓰지 말자고 했겠지""",문재인이 중국에게 부정한 이익을 얻고 전염병 이름에 지역명을 쓰지 말자고 한 게 아닐까.
35219,"""이번 기회에 쪽발이 친일파 몰아내자..~""",이번 기회에 친일파를 몰아내자
35248,"""땅콩 이후로 대한항공 불매라도 했냐? 개돼지 조선인들은 못말려ㅋㅋ""",땅콩 이후로 대한항공 불매라도 했냐?
35249,이쓰레기 개비호감새끼 아직두 겨나오네 퉤,내가 좋아하지 않는 사람이 아직도 나오네
35253,여잔 싱싱해야지 ㅋㅋㅋ 30대 상폐들봐라 유통기한 지나서 열폭,30대 여자들은 나이를 먹어서 속상할 것 같다.
35319,재앙아 뭐덮을려고?,문재인이 무언가를 은폐하려 하는 것 같다
35363,"""저 로리콘새끼 화학적 거세해야된다고 생각한다""",저 사람은 화학적 거세해야 된다고 생각한다.
35379,좌좀새1끼들 음모론 존1나 좋아하네 음모론은 개뿔 니 하반신에있는게 음모다 시1발,좌파들은 음모론에 매우 관심이 많다. 그러나 음모론은 말이 안 된다고 생각한다.
35391,짱깨돈 좋다고 가져다쓰다가 ㅈ됐네 ㅋㅋㅋ,중국 돈 좋다고 가져다쓰다가 큰일났네
35398,"""쪽바리들에게는 절대 판매금지 해야한다! 지들 필요할때 """"아리가또""""냐""",일본인들에게는 절대 판매 금지해야 한다. 필요할 때만 고마움을 표현한다.
35414,"""네다음 수요와공급법칙못배운 중졸 한남벌레""",수요와 공급 법칙에 대해 정확히 모르는 것 같다.
35470,남자들은 아무 생각이 없는게 문제다ㅉㅉ,남자는 생각을 안 하는 것 같다
35492,아줌마들 난리네.ㅉㅉ. 드라마가 또 현실인 줄 착각하는 울 나라 아줌마들.,중년 여성 사이에서 반응이 뜨겁다. 드라마가 현실이라고 생각하는 사람들도 종종 있는 것 같다.
35502,"""토착짱개들 떼거지로 알바하러왔네.ㅋ""",중국에서 온사람들 몰려서 알바하러 왔네
35552,"""천박하게 생긴게. 핑계대는 꼴 좀 보소. 국민을 멍청이로 아는 나쁜 녀 ㄴ.""",핑계대지 않았으면 좋겠다. 국민을 무시하지 않았으면 좋겠다.
35585,구하라는 얼굴은 이쁜데 찌찌가 넘 작아서 별로...,구하라는 몸매보다 얼굴이 예쁘다.
35597,"""조오순 스는가 정엽아""",나는 비아냥거리고 있다.
35617,3040 노처녀들 드라마보고 연하남이랑 사귀는 망상이나 하고있네 ㅋㅋㄱ 살이나 빼라,"30, 40대 여성들이 드라마를 보고 연하남과 사귀는 상상을 하고 있다. 자기 자신을 가꾸는 것이 우선이라고 생각한다."
35622,"""썩을 것이 허위 정보 유포하네.... 징글 징글 극우 노땅들!!!""",극우 지지자는 허위 정보를 그만 유포해라.
35650,"""왜 하나같이 다 똑같이 생겼냐 시잘 ㅈ같네""",모두 비슷하게 생겨서 마음에 들지 않는다.
35656,외국애들이 동양애들 물빨하는거 이해가 안되네... 잘생긴애들 넘쳐흐를텐데....,외국인들이 동양인을 좋아하는 게 이해가 되지 않는다. 잘생긴 사람들이 충분히 많을텐데.
35659,이제 빠순이들 광광댈 일만 남음ㅋㅋㅋㅋㅋㅋㅋㅋ,이제 팬들에게 안 좋은 소식만 남아있다.
35670,"""생긴 것 하며....꼬라지 봐라......저런 것들이 국개의원이라고....ㅉㅉㅉ""",나는 저 국회의원의 외모와 행동을 좋아하지 않는다
35677,"""백인들은 흑인들을 무조건 쏴 보고 나서 파악함.. 미개한 백인들..""",백인들은 흑인들을 무조건 쏴 보고 나서 파악함.. 너무한 백인들..
35685,나중에 멋내고 다닐꺼란 년들치고 옷진짜 잘입는년 못봤다 ..,나중에 멋내고 다닐 꺼란 사람들 치고 옷 진짜 잘 입는 사람 못 봤다
35754,"""ario 너 대깨문이구나 ㅋ""",너 문재인 지지하는구나
35780,유명하지 죤내 닝기리 조또같은새기로,유명하지 안좋은 사람으로
35804,"""우리나라도 좌우익대립이 심하고 저동네도 심하고 헬조선,헬네수엘라...""","""우리나라도 좌우익대립이 심하고 저동네도 심하고 살기 힘든 한국 , 살기 어려운 베네수엘라..."""
35839,"""잘 논다 역시 이래서 뒷방 꼰대 틀딱들은 믿고 걸러야해.""",잘 논다 역시 이래서 트렌드에 신경쓰지 않는 사람들은 걸러야 해
35876,남자는 게으르고 못생긴 바보 여자는 부지런하고 못생긴 술꾼 여러가지 의미로 어울리긴하나 행여 둘이 커플 되더라도 .오래가지는 못함,남자도 부족함이 있고 여자도 부족함이 있다. 여러가지 의미로 어울리긴 하나 행여 둘이 커플 되더라도 오래가지는 못할 것 같다
35878,"""안해서 그렇치 하면 니들 젖된다 좋은말할때 불매운동하기전에 알아서들해라 쪽바리들아""","안해서 그렇지, 하면 너희들 큰일난다. 좋은말할 때, 불매운동하기 전에 일본인들은 알아서 해라"
35881,"""중앙은 쪽발이 신문!""",중앙일보는 친일 성향이 강하다.
35925,"""달창 좌좀 쓰레기들이 부들부들 하는 걸 보니 황교안이 인물은 인물인가 보네 ㅋ""","문재인 지지자와 좌파가 좋아하지 않는 걸 보니, 황교안이 훌륭한 것 같다."
35929,"""현실은 잘생긴 백인남자가 탑티어""",현실에서는 잘생긴 백인 남자가 제일 인기가 많더라.
35939,"""역시 쪽바리 원숭이들의 후예답군 ㅋㅋㅋ 우키키우키키""",역시 일본인의 후예답다
35957,"""더불어민좆당 정말 말하는 ㅆ ㅏ가지가~~OOO 설훈 ㄱ ㅐ색히""",더불어민주당이 조금 더 정중하게 말했으면 좋겠다. 설훈이 마음에 들지 않는다.
35967,쟤도 또 누구여 듣보잡이 짱께기사좀 올리지마라,누군지 모르겠다. 유명하지 않은 중국인에 대한 기사를 올릴 필요는 없을 것 같다.
35980,짱깨들은 너거나라 일명 대륙? 애들이나 신경써,중국인들은 자기나라 사람이나 신경쓰세요
35986,역시 문재인 정부 ㅋㅋ 자기사람 챙기는건 오질라네.... ㅋㅋ,문재인 정부가 편을 들고 있는 것 같다
35988,"""쌍판때기에 욕심이 덕지덕지....주둥아리엔 걸레와 거짓말.....""",저 사람의 외모를 좋아하지 않고 말하는 것도 좋아하지 않는다.
36053,"""이새키는 말 한마디 한마디가 다 이따구냐 주둥이좀 닫고살아라 면상도 꼴배기싫다""","""얘는 말 한마디 한마디가 다 이렇냐 입 좀 닫고 살아라 얼굴도 보기 싫다"""
36060,김민희 아버지도 똑같은 ㅅㄲ임 아버지가 그모양이니까 딸X도 그모양이지,김민희와 김민희 아버지는 닮은 점이 많다. 아버지와 비슷한 행동을 한다.
36114,정작 사고친 년만 입닫고 있네 ㅋㅋ,정작 사고친 사람은 말을 하지 않고 있다.
36115,"""뭘 쳐 먹었길래 저렇게 돼지가 됐냐""",당신이 외형적으로 아름답지 않습니다
36126,장혁이 서브인게 실화입니까?? 빠순이들 좋다고 난리치는데 시청자인 내가 보기엔 당황스럽더랔ㅋㅋㅋㅋ,"장혁이 서브인 걸 믿을 수 없다. 팬들은 좋다고 하지만, 시청자 입장에서는 당황스러웠다."
36171,"""ㄱ ㅔ 이 ㅌ ㅡ 냄새가 ~~~ 좌파꼰대들 위선~~~ ㅎㅎ""",좌파들이 위선적이라고 생각해서 싫다
36194,"""40대 맘충빼고는 전연령에서반대 --. 즉 실제로는 70%이상 반대라는거다.""",40대 여성 빼고는 전연령에서 반대한다는 뜻은 실제로는 70%이상 반대라는 의미다
36265,"""인상 참 더럽게 생겼다.""",인상이 차갑다.
36267,예수쟁이들은 다 이러냐??,기독교인들은 다 이런가?
36275,쪽바리들...빠는 등신같은 쉐키들,일본 사람들 좋아하는 것을 선호하지 않는다.
36281,스탭년들 10년전에 뭐하고 지금 터트려 그년들도 보222징222어 삶아먹어야되,스탭들은 10년 전 일을 왜 지금 꺼내나?
36293,"""이글에 주댕이나불거리는 넘들 95프로가 화관법 들어본적도 없는 뜰딱들ㅋㅋ""",이 글에 댓글만 다는 사람들 95프로가 화관법이 뭔지도 모른다
36294,"""ㅇㅇ밖에선 인성 멀쩡한척;;한녀들 이중성 씹소름""",밖에서는 인성이 멀쩡한 척한다. 한국 여성들의 이중성이 무섭다.
36323,씨방새.이승기라니?,이승기라니?
36324,와 얘도 ㄹㅇ 머리빨이구나... 길에서 보면 못알아보겠네,머리 스타일이 너무 바뀌어서 길에서 보면 못알아보겠네
36334,"""여섯단체들머하노~~수치심안느끼냐~ 줏대도없는녀들""",여성단체들은 줏대 없이 한 행동에 부끄러움을 느낄 필요가 있다.
36337,어째 이눔의 정부눈 옛날 사건만 들쳐나 파고있냐? 딱 이명박 정부까지만 아누 드럽다. 잔짜,이 정부는 옛날 사건만 들춰보고 있나. 딱 이명박 정부까지만 안다
36338,"""ㅁ ㅓ저런뇬이다있노? 나이값좀해라 나이처먹고 참""",나이에 맞게 행동했으면 좋겠다.
36339,"""좌파새끼들은 나라가 망해도 문재인 지지한단다 정신병자들이다""","""좌파 지지자들은 나라가 망해도 문재인 지지한단다 정신 나간 사람들이다"""
36387,"""문슬라 개되지년들 떴네 아휴참""",문재인을 좋아하는 사람들이 나타났다.
36397,조용히살고싶다는사람 그만건드려라 개OOO 기레기새ㄲ야,기자가 조용히 살고 싶다는 사람을 그만 건드렸으면 좋겠다.
36400,중요한건 누군가 씨익 웃엌ㅅ다는건데 ㅋㅋㅋ 실없이 웃던놈 의심된다 그놈이 사기꾼색히다,"중요한 건 누군가 씨익 웃었다는 건데, 실없이 웃던 사람이 의심된다. 그 사람이 사기꾼인 것 같다."
36423,"너네도 여행가봐 그럼 , 그렇게 쉬운지 산하나도 제대로 못타는 키보드워리워ㅅㄲ들","너네도 여행가봐 그렇게 쉬운지, 산하나도 제대로 못탈걸"
36438,"""전라도에서200명뽑고 ,대깨문,맘충들 초청했겠지""","전라도에서 200명을 뽑고, 문재인 지지자와 엄마들을 초청한 것 같더라."
36472,이게 맞는거지 존못색기강다니엘은 지가 뭐라고 ㅋㅋㅋㅋ,이게 맞는거다. 외적 매력이 적은 강다니엘은 자만해선 안 된다.
36474,"""국민은 버려지고 중국인 조선족 외국인이 대우받는 미친 현실""",국민보다 중국인 조선족 외국인이 대우받는 현실은 문제가 있다
36549,근데 여자쪽에 대해선 1도 모르면서 외모만 보고 헤니가 아깝다고 절대 안 된다고 하는 건 너무 실례 아님? 결론적으로 사귀진 않지만 만약 사귄다고 해도 사람 자체가 멋진가보다 생각하면 되는 거지 존나 진짜 댓글보면 역겹다,"근데 여자쪽에 대해선 하나도 모르면서 외모만 보고 헤니가 아깝다고 절대 안 된다고 하는 건 너무 실례 아님? 결론적으로 사귀진 않지만 만약 사귄다고 해도 사람 자체가 멋진가보다 생각하면 되는 거지, 댓글들이 이해가 되지 않는다."
36572,"""이러니깐 기독교를 개독교라고 하는 거야""",이래서 기독교가 부정적으로 인식되고 있다.
36623,"사채업자에게 당한 얘기로 빠순이들 보호본능 자극하고 렌터카를 몇대를 본인 소유 자동차라고 거짓말해서 지인에게 돈빌리고, 돈안갚고 방송 나와서 억울하다 힘들다 울면 끝인가 이해불가능한 연예인중에 한명이다","사채업자에게 당한 얘기로 팬들 보호본능 자극하고, 렌터카 여러 대를 본인 소유 자동차라고 거짓말해서 지인에게 돈 빌리고, 돈 안 갚고 방송에서 억울하다고 호소하는 행동들이 이해하기 어렵다."
36639,"""사이비교주새키는 단두대로..""",사이비 교주는 처벌이 필요하다.
36671,"""개쪽바리시끼...니들은 여중고생 그어린애들을 아저씨들상대로 삐끼짓하는것도 조장하면서""",너네는 여중고생 그 어린애들을 아저씨들 상대로 호객하는것도 조장하면서
36689,"""1프로가 종북좌빨들""",1프로는 북한 추종자들
36767,"""짱깨들한테 미세먼지 돈받아""",중국인들에게 미세먼지에 대한 비용을 받아야 한다.
36805,"""니 면상 보니 평생 구역질 나긴 했겠다. ㅋㅋ""",나는 당신의 외모를 좋아하지 않는다.
36812,왜 영화얘기를 청와대에 ㅈㄹ하냐,왜 영화 이야기를 청와대에 하는지 모르겠다.
36846,늙어서 모기장입고 생까는게 추하다,나이먹고 이러는게 보기 좋지않아
36860,김새론이얼굴은젤딸리네ㅋㅋ,김새론보다 다른 사람들이 조금 더 예뻐보인다.
36863,이새기는 뭔데 하루에 하나 뉴스가뜨냐,이 사람은 뉴스에 자주 등장한다.
36892,친일 매국 방송국이 만드는 동학 드라마??염병하네~!!,나는 일본 편드는 방송국이 만드는 동학 드라마는 관심이 없다
36905,그나저나 그 늙다리새키는 무슨 할말이 많은지.술 쳐먹고 왔나 깽판치고 질R이야~,저 사람은 말을 가려서 했으면 좋겠다
36923,"""좌빨3척~~깨끗한척~~정의로운척~~서민편인냥 두얼굴 ~~~""","좌파는 청렴한 척, 정의로운 척, 서민을 위하는 척을 하고 있다."
36925,뭔 표절이야 한남들 막귀냐?,"표절이라니, 한국 남성들의 의견에 동의하지 않는다."
36960,"""문재인 똥고집 때문에 나라 경제는 물론 국민 경제 까지 물말아 먹는다""",문재인의 고집 때문에 나라 경제와 국민 경제까지 안 좋아지고 있다.
36978,"""일본 쪽바리 원숭이가 훔쳐갔네 xx""",내가 좋아하지 않는 일본인이 훔쳐갔네
36988,원스인데진짜울와이스그만건들어라..제발정치적으로이용하지마ㅅㅂ,원스인데 진짜 우리 트와이스 그만 건드려라.. 제발 정치적으로 이용하지마
36998,"""죄없단다..빨갱이네""","죄가 없다니, 동의하지 않는다."
37011,"""사돈 남말 하네 자한당 새끼들 책임 전가 하는것은 박근헤 자한당이 전문 아닌감""",사돈 남말 하네 자한당 책임 전가 하는것은 박근헤 자한당이 전문 아닌감
37054,"""설훈 이 OOO야 넌 얼마나 쳐배워먹었길래 20대남자들 무시하냐 OOO""",설훈은 배움의 정도와 상관없이 20대 남자들을 무시해서는 안 된다.
37080,박근혜는 박정희 딸년이라 입에 거품물고 욕하면서 창렬이는 왜 이리 관대해,"박근혜는 박정희의 딸이라고 흥분하고 욕하면서, 창렬한테는 왜 이렇게 관대할까?"
37093,"""사실 10명중 9명 술마시다 한남씨ㅣㅣ발... 이러면 다 맞장구침ㅋㅋㅌㅋㅋ""",한국 남성을 좋아하지 않는 사람이 많더라.
37094,개재미없음 관종쉑,별로 재미가 없다.
37108,"""쪽바리가 또 공갈포,아갈신공 ..ㅋ 쪽국내 원숭이들용 멘트 졸라게 날리겠구마..ㅋㅋㅋ""","""일본이 또 입만 놀리네 ..ㅋ 일본내 국민들용 멘트 많이도 날리겠구마..ㅋㅋㅋ"""
37111,"""난 40인데 틀딱이냐? 빨갱이 달창들아""","난 40인데, 문재인 지지자들이 말하는 것과 달리 아직 그렇게 나이 먹었다고 생각하지 않는다."
37112,"""으니구 저 개독 쓰레기들...저 판사 새끼들이 미쳤나....""",저 기독교 신자들과 판사를 이해할 수 없다.
37128,수지 사진 슴가 실화니 인어공주도 저거보단클듯,나는 수지의 외적 요소 중에 좋아하지 않는 부분이 있다.
37147,"하는짓이 문재앙, 조국, 조로남불당, 대깨문이랑 똑같네.",하는짓이 문재인 지지자들이랑 똑같네
37165,"""어린너무색히 너는 안늙을거같냐 어떤색힌지 면상좀보고 후드려패고싶네""",사람은 누구나 늙는다는 것을 잊지 마라
37192,"""근데 왜 북한 인민 인권 관련 지원 비용 문재앙이 없애 버인거임? ㅋㅋ""",근데 왜 북한 인민 인권 관련 지원 비용을 문재인이 없앤 거임?
37216,근데..ㅋ 중국이 우리에게 받은 마스크 다시 판데요..따따불로..ㅋ 문재앙 보유국~,근데 중국이 우리에게 받은 마스크 4배 가격으로 다시 판대요. 우리 정권의 책임이 있는 것 같습니다.
37234,"""재인아. 대한민국이 쪽발이한테 이런 수모를 당한건 네 탓이야.""",대한민국이 일본에게 이런 수모를 당한 건 문재인의 책임이 크다.
37264,"""너희는 친구로 생각하지? 중국은 따까리로 생각한다......""","당신들은 친구로 생각하겠지만, 중국은 부하라고 생각한다."
37268,여기서 최민환이 만약 못생겼었음 욕 디지게 먹었다,여기서 최민환이 만약 못생겼었음 욕 엄청 먹었겠다
37282,류화영 암내나게 생겼다,류화영의 외모를 좋아하지 않는다
37323,미치지 않고서야 저나이 여자랑 결혼 안하지 ㅋ,저 나이의 여성과 결혼하고자 하는 의견을 이해하기 어렵다.
37331,"""별일도 아닌데 조센징은 호들갑떠는게 종특ㅋ""",한국 사람들은 별일도 아닌데 호들갑 떤다
37381,어 시발 응원못해줘~,응원을 못해주겠다.
37395,남자들 열폭 심하네 부러운가...,남자들이 과하게 질투하고 있다. 부러운가?
37397,"""꼴통 .불통. 늙은노친내.제발걸려서 정신 차리길""",이상한 노인 분들은 제발 정신 차리길
37407,"""문어벙 면상 치워주세요 정말 꼴뵈기 싫다""",나는 문재인을 좋아하지 않는다
37515,신혜선비난댓글많길래보니 아니나다를까 댓글성별비율개욱기네ㅋㅋㅋ,신혜선 비난 댓글 많길래 보니 댓글 성별 비율을 주목할 만 하네
37528,돼지현정 없어도 드라마 충분히 재미나요 ~~!! 갑질하는 것들은 그에 상응하는 제재를 받아야 합니당~! 다스는 누그겁니까~~??????,저 사람 없어도 드라마 충분히 재밌어요~ 갑질에는 상응하는 제재가 필요하다고 생각합니다~
37581,"""문천지 이단들과 문재인 교주갸 나라를 순식간에 날러먹는구나!!""",문재인 지지자와 문재인이 나라를 잘못된 방향으로 이끄는 것 같다.
37584,근데 선미는 운동을해라 말라비틀어져서 어좁인지 대갈장군인지,선미는 운동을 하면 더 건강해보일 것 같다.
37624,욕하는새끼들은 집에서 재방송보고 인터넷 다운받아서보면서 좃나 웃겠지 OOO들아,욕하는 사람들은 집에서 재방송보고 인터넷 다운받아서 보면서 웃겠지
37634,"""빨갱이가 힐말은 아닌데""","""공산주의자가 힐말은 아닌데"""
37647,자들거리는 색키덜 존나 많네ㅋㅋㅋㅋ응 니네 잠재적 범죄자 놈들~~~,찔리는 사람들 많은가 보네요 잠재적 범죄자들입니다
37665,천안함은천안함이고 세월호는세훨호인데 일베세끼들 왜같이엮고있냐 ㅋㅋㅋ 니들은 천안함추모는했냐? 같이 애도를하면돼지,천안함은 천안함이고 세월호는 세월호인데 일베 사람들이 왜 같이 묶으려 하는지 모르겠다. 같이 애도하면 되지.
37704,"""ㄴ틀딱주제에 어따대고 인마인마 하냐. 틀니를 확 뽑아가 똥통에 담가뿔라마.""",당신도 존칭을 쓰면 좋겠다
37711,딸은 진짜 개못생겼네 ㅋㅋㅋㅋㅋ,딸은 얼굴이 부모를 안닮았네
37730,여자가 밥이나 잘할것이지 남편이랑 맞먹을라고 말이야,여자는 밥을 잘하는 것이 좋고 남편과 자주 싸워서는 안 된다.
37742,"""박근혜 석방 하고 문재인 감옥에 쳐넣자""",박근혜를 석방하고 문재인을 구속하자.
37750,진짜 무식한 것들 음악 조도 모르는것들이 로이킴도 잡더니 이번엔 선미냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥 비슷하면 다 표절인줄아니 세상에 모든곡이 다표절이야 니들 논리면 로이킴 표절당시 더비슷한 곡이 내가 아는것만 몇곡이고 어떤곡이든 가저와봐라 ㅋㅋㅋ내가 더비슷한곡 찾아준다 ㅋㅋ,"음악에 대해 조예가 깊지 않은 사람들이 로이킴에 이어 선미를 비난하고 있다. 비슷하다고 해서 무조건 표절로 인정되는 건 아니다. 당신들의 의견에 따르면 로이킴 표절 당시, 더 비슷한 곡이 많았다."
37778,"""영표 생긴게 딱 친일파 처럼 생겼네 매국노 관상이다""",영표 생긴게 일본인처럼 생겼다. 관상은 좋지 못한 것 같다.
37793,"""구미공장 지을려고할때 재앙이가 드러눕지만 안았어도....""",구미공장 지을려고할때 문제인대통령이 반대하지만 않았어도...
37805,"""게이들이 사람이냐? 짐승이지""",성소수자를 존중할 마음이 들지 않는다.
37807,"""이세기는지는돈없나돈은다른사람이써고생색은지가내고꼭감자.고구마처럼생겨가지고""",이 사람은 여유가 없는 건가? 다른 사람이 돈을 쓰는데 자신이 생색을 내는 행동이 이해가 되지 않는다. 외모도 마음에 들지 않는다.
37816,"""집안에 틀딱들 따라서 저것들 뽑지마라 매국을 애국이라고 말하는 저것들이 이상한거다""",집안의 어르신들 의견을 무비판적으로 따라서 저 사람들을 뽑지는 말자. 매국을 애국이라고 말하는 사람들을 이해하기 어렵다.
37874,중국오지말라 너네 나라에서 빌어먹을게지 중국으 와서 중국돈 왜 가져가나 가라ㅜ오지말라 좀 한국인간들 정말싫다,나는 한국인들이 중국에 오지 않았으면 좋겠다
37877,남의 결혼가지고 이렇다 저렇다 하지말고 니 새끼들이나 잘사세요 제발ㅠㅠ 두분잘사세요!,남의 결혼에 간섭하기 보다는 스스로를 더 잘 챙기는 게 좋을 것 같다. 두 분 잘 사세요!
37883,"""줏대도없이 보수도 아니고 빨갱이 당도 아니고 중간에서 눈치만보는 바미당 사라져라""",줏대도 없이 보수도 아니고 사회주의 당도 아니고 중간에서 눈치만 보는 당 사라져라
37904,"""외국남들 한국올때 조심하세요 한녀충들 몰카범죄 세계1위 입니다""",외국 남성들은 한국 올 때 조심하세요. 한국 여성들 불법 촬영 범죄 세계 1위입니다.
37915,ㅋㅋㅋㅋ ㅈ같은 계약조항보고 싸인하건 슬리피인데 왜 ㅈㄹ들이냐,이상한 계약조항보고 싸인한건 슬리피인데 왜 다들 난리인가
37963,태후로 박근혜 까더만 ㅋㅋㅋ 대구놈들 드라마 보다가 피꺼솟 ㅋ,태후로 박근혜 욕하더만 ㅋㅋㅋ 대구 사람들 드라마 보다가 피가 거꾸로 솟을 듯 ㅋ
37973,왜갑자기또여론이 역전되냐 메갈좌표찍음?,왜 갑자기 또 여론이 역전되냐? 급진적 페미니스트들 때문인가'?
37990,"""나는 배알꼴린다 이쁘기라도하면모르겠다만 존못도 저렇게 돈벌수가있군""",부럽다. 예쁘지 않더라도 저렇게 돈을 벌 수 있구나.
37991,"""손학규 욕심쟁이 늙은이 잘가라""",나는 손학규가 싫다
38003,"""역시 목사~~~ 개신교 실망 시키지 않아~ 더 망신 시켜줘~""",목사가 개신교의 이미지를 망치고 있다.
38012,"""나 남자다=김치련 100%""",자신이 남자라고 하는 사람의 경우 여자일 확률이 매우 높다.
38016,"""한국년들진짜다디졋으면..""",한국사람들이 싫어요..
38078,화나요가 많네 남자들 열폭인가?,화나요가 많네 남자들이 싫어하나?
38087,박보검 빠순이년들 지긋지긋하다 화나요 조작에 아주 정신이나간것들이야 같은교회 신도들이 맹목적으로 치켜세운다고하던데 에고 정신좀차리라,박보검 극성 팬분들께 질리고 화나요. 너무 조작을 많이 하시는 것 같아요. 같은 교회 신도들이 맹목적으로 치켜세운다고 하던데 이제 믿음에서 벗어났으면 좋겠다.
38139,"""생각없는 어린놈인지 생각이 가버린 노망난 노인네인지...""",좀 더 잘 생각하고 행동해 줬으면 좋겠습니다
38141,장윤정 재산이 수천억인데 겨우 4억을 안갑아주냐 불효자년 그러면서 애를낫는다고 꼴갑떠냐,"장윤정 재산이 수천억인데 4억을 안 갚아주다니, 불효자라고 생각한다. 그러면서 아이를 낳는다고 하는 게 이해가 되지 않는다."
38142,"""짱깨입국금지거기서오는한국인도단순발열이아니라 정밀한검사후에입국시켜라!""",중국인 입국 금지. 거기서 오는 한국인도 단순 발열이 아니라 정밀한 검사 후에 입국시켜라!
38149,"""문개앙이 짖습니다 불불""",문재인이 납득하기 어려운 말을 한다.
38210,"""노동자... 하층민 느낌나서 싫다..조선족들 노동절이라는 표현쓰던데..""",노동자라는 표현은 사람을 낮게 묘사하는 것 같아 별로이다. 조선족들이 노동절이라는 표현을 사용하던데.
38211,"""민주국가의 좌파독재정권 문재인과 개경찰""",민주국가의 좌파독재정권 문재인과 경찰
